Entity,Identifier
tench,obo:FOODON_03542235
"gobies, freshwater",obo:FOODON_03542236
tilapias and other cichlids,obo:FOODON_03542237
tilapias and similar,obo:FOODON_03542238
mozambique tilapia,obo:FOODON_03542239
nile tilapia,obo:FOODON_03542240
blue tilapia,obo:FOODON_03542241
miscellaneous freshwater fishes,obo:FOODON_03542242
catfishes (freshwater),obo:FOODON_03542243
channel catfish,obo:FOODON_03542244
pangas catfishes,obo:FOODON_03542245
clarias catfish (generic),obo:FOODON_03542246
african catfish,obo:FOODON_03542247
amur catfish,obo:FOODON_03542248
chinese longsmout catfish,obo:FOODON_03542249
yellow catfish,obo:FOODON_03542250
sorubim catfish,obo:FOODON_03542251
mandarine fish,obo:FOODON_03542252
snakeheads(=murrels),obo:FOODON_03542253
snakehead,obo:FOODON_03542254
striped snakehead,obo:FOODON_03542255
indonesian snakehead,obo:FOODON_03542256
arapaima,obo:FOODON_03542257
asian swamp eel,obo:FOODON_03542258
characins,obo:FOODON_03542259
cachama,obo:FOODON_03542260
pirapatinga,obo:FOODON_03542261
pacu (piaractus mesopotamicus),obo:FOODON_03542262
gudgeons,obo:FOODON_03542263
marble goby,obo:FOODON_03542264
pacific fat sleeper,obo:FOODON_03542265
gourami (asia),obo:FOODON_03542266
giant gourami,obo:FOODON_03542267
snakeskin gourami,obo:FOODON_03542268
climbing perch,obo:FOODON_03542269
perch,obo:FOODON_03542270
"perch, american yellow",obo:FOODON_03542271
"perch, european",obo:FOODON_03542272
white crappie,obo:FOODON_03542273
silver perch,obo:FOODON_03542274
nile perch,obo:FOODON_03542275
largemouth black bass,obo:FOODON_03542276
pike,obo:FOODON_03542277
amur pike,obo:FOODON_03542278
northern pike,obo:FOODON_03542279
pike-perch,obo:FOODON_03542280
"cod, murray",obo:FOODON_03542281
"perch, golden",obo:FOODON_03542282
dagaas,obo:FOODON_03542283
african bonytongue,obo:FOODON_03542284
"bluegill sunfish, or bluegill bream",obo:FOODON_03542285
diadromous fish,obo:FOODON_03542286
"sturgeons, paddlefishes",obo:FOODON_03542287
sturgeon,obo:FOODON_03542288
paddle fish,obo:FOODON_03542289
river eels,obo:FOODON_03542290
"eel, american",obo:FOODON_03542291
"eel, australian",obo:FOODON_03542292
"eel, european",obo:FOODON_03542293
"eel, japanese",obo:FOODON_03542294
"salmons, trouts, smelts",obo:FOODON_03542295
salmons,obo:FOODON_03542296
atlantic salmon,obo:FOODON_03542297
pacific salmon (generic),obo:FOODON_03542298
cherry salmon,obo:FOODON_03542299
chinook salmon,obo:FOODON_03542300
chum salmon,obo:FOODON_03542301
coho salmon,obo:FOODON_03542302
pink salmon,obo:FOODON_03542303
sockeye salmon,obo:FOODON_03542304
trouts,obo:FOODON_03542305
brown trout,obo:FOODON_03542306
cutthroat trout,obo:FOODON_03542307
rainbow trout,obo:FOODON_03542308
char,obo:FOODON_03542309
lake trout,obo:FOODON_03542310
brook trout,obo:FOODON_03542311
arctic char,obo:FOODON_03542312
smelt,obo:FOODON_03542313
"smelt, european",obo:FOODON_03542314
"smelt, rainbow",obo:FOODON_03542315
whitefishes or coregonus,obo:FOODON_03542316
ayu sweetfish,obo:FOODON_03542317
pond smelt,obo:FOODON_03542318
clearhead icefish,obo:FOODON_03542319
shads,obo:FOODON_03542320
hilsa shad,obo:FOODON_03542321
miscellaneous diadromous fishes,obo:FOODON_03542322
barramundi,obo:FOODON_03542323
milkfish,obo:FOODON_03542324
"perch, white",obo:FOODON_03542325
river lamprey,obo:FOODON_03542326
"flounders, halibuts, soles",obo:FOODON_03542328
dab or common dab,obo:FOODON_03542329
flounders,obo:FOODON_03542330
witch flounder,obo:FOODON_03542331
yellowtail flounder,obo:FOODON_03542332
halibut,obo:FOODON_03542333
"halibut, atlantic",obo:FOODON_03542334
"halibut, greenland",obo:FOODON_03542335
"halibut, pacific",obo:FOODON_03542336
plaice,obo:FOODON_03542337
"plaice, alaska",obo:FOODON_03542338
"plaice, european",obo:FOODON_03542339
sole,obo:FOODON_03542340
yellowfin sole,obo:FOODON_03542341
turbot,obo:FOODON_03542342
brill,obo:FOODON_03542343
megrims,obo:FOODON_03542344
"cods, hakes, haddocks",obo:FOODON_03542345
cod,obo:FOODON_03542346
"cod, atlantic",obo:FOODON_03542347
"cod, greenland",obo:FOODON_03542348
"cod, pacific",obo:FOODON_03542349
haddock,obo:FOODON_03542350
hakes,obo:FOODON_03542351
ling,obo:FOODON_03542352
tusk,obo:FOODON_03542353
"pollack, pollock",obo:FOODON_03542354
coalfish,obo:FOODON_03542355
pollack,obo:FOODON_03542356
whiting,obo:FOODON_03542357
grenadiers,obo:FOODON_03542358
norway pout,obo:FOODON_03542359
blue whitings,obo:FOODON_03542360
alaska pollock,obo:FOODON_03542361
miscellaneous coastal marine fishes,obo:FOODON_03542362
mullets,obo:FOODON_03542363
threadfins,obo:FOODON_03542364
"salmon, threadfin",obo:FOODON_03542365
sea bass,obo:FOODON_03542366
japanese seabass,obo:FOODON_03542367
sea bream,obo:FOODON_03542368
gilthead seabream,obo:FOODON_03542369
groupers,obo:FOODON_03542370
snappers,obo:FOODON_03542371
dentex,obo:FOODON_03542372
weakfishes,obo:FOODON_03542373
emperors,obo:FOODON_03542374
bogue,obo:FOODON_03542375
salema,obo:FOODON_03542376
drums,obo:FOODON_03542377
meagre,obo:FOODON_03542378
red drum,obo:FOODON_03542379
large yellow croaker,obo:FOODON_03542380
yellow croaker,obo:FOODON_03542381
"bream, silver",obo:FOODON_03542382
sea catfishes,obo:FOODON_03542383
pacific sandlance,obo:FOODON_03542384
bombay-duck,obo:FOODON_03542385
surgeonfish,obo:FOODON_03542386
lesser sand eel,obo:FOODON_03542387
lizardfishes,obo:FOODON_03542388
miscellaneous demersal marine fishes,obo:FOODON_03542389
wolffishes,obo:FOODON_03542390
wolffish,obo:FOODON_03542391
conger,obo:FOODON_03542392
"conger, european",obo:FOODON_03542393
ocean perch,obo:FOODON_03542394
scorpion fishes,obo:FOODON_03542395
"anglerfish, monkfish and stargazers",obo:FOODON_03542396
dories,obo:FOODON_03542397
"hairtails, scabbardfishes (generic)",obo:FOODON_03542398
alfonsinos,obo:FOODON_03542399
cusk-eels,obo:FOODON_03542400
"herrings, sardines, anchovies",obo:FOODON_03542401
sardines and sardine-type fishes,obo:FOODON_03542402
european sardine,obo:FOODON_03542403
sardinella or oil sardine,obo:FOODON_03542404
anchovies,obo:FOODON_03542405
herrings,obo:FOODON_03542406
"herring, atlantic",obo:FOODON_03542407
"herring, baltic",obo:FOODON_03542408
"herring, pacific",obo:FOODON_03542409
sprat,obo:FOODON_03542410
menhaden,obo:FOODON_03542411
"tunas, bonitos, billfishes",obo:FOODON_03542412
tuna and bonito (generic),obo:FOODON_03542413
bonito,obo:FOODON_03542414
"bonito, atlantic",obo:FOODON_03542415
"bonito, eastern pacific",obo:FOODON_03542416
tuna,obo:FOODON_03542417
albacore,obo:FOODON_03542418
"tuna, bigeye",obo:FOODON_03542419
"tuna, blackfin",obo:FOODON_03542420
"tuna, bluefin (generic)",obo:FOODON_03542421
northern bluefin tuna,obo:FOODON_03542422
southern bluefin tuna,obo:FOODON_03542423
"tuna, longtail",obo:FOODON_03542424
"tuna, skipjack",obo:FOODON_03542425
"tuna, yellowfin",obo:FOODON_03542426
bullet tuna,obo:FOODON_03542427
swordfish,obo:FOODON_03542428
seerfish,obo:FOODON_03542429
spanish mackerel,obo:FOODON_03542430
king mackerel,obo:FOODON_03542431
other billfishes,obo:FOODON_03542432
miscellaneous pelagic marine fishes,obo:FOODON_03542433
butterfish,obo:FOODON_03542434
"pomfret, atlantic",obo:FOODON_03542435
"pomfret, indo-pacific",obo:FOODON_03542436
bluefish,obo:FOODON_03542437
pompanos,obo:FOODON_03542438
cobia,obo:FOODON_03542439
amberjack,obo:FOODON_03542440
barracudas,obo:FOODON_03542441
capelin,obo:FOODON_03542442
dolphinfishes,obo:FOODON_03542443
horse jack,obo:FOODON_03542444
garfish,obo:FOODON_03542445
jack mackerel,obo:FOODON_03542446
horse mackerels,obo:FOODON_03542447
scad,obo:FOODON_03542448
mackerel,obo:FOODON_03542449
"mackerel, atlantic",obo:FOODON_03542450
"mackerel, chub",obo:FOODON_03542451
"mackerel, indian",obo:FOODON_03542452
"mackerel, short",obo:FOODON_03542453
"sharks, rays, chimaeras",obo:FOODON_03542454
sharks,obo:FOODON_03542455
liveroil shark,obo:FOODON_03542456
blue shark,obo:FOODON_03542457
porbeagle,obo:FOODON_03542458
thresher sharks,obo:FOODON_03542459
requiem shark,obo:FOODON_03542460
smooth hounds,obo:FOODON_03542461
spiny dogfish,obo:FOODON_03542462
rays,obo:FOODON_03542463
marine fishes not identified,obo:FOODON_03542464
fish offal,obo:FOODON_03542465
fish liver,obo:FOODON_03542466
shark liver,obo:FOODON_03542467
cod liver,obo:FOODON_03542468
fish roe,obo:FOODON_03542469
bluefish roe,obo:FOODON_03542470
cod roe,obo:FOODON_03542471
dolphinfish roe,obo:FOODON_03542472
flounder roe,obo:FOODON_03542473
herring roe,obo:FOODON_03542474
mackerel roe,obo:FOODON_03542475
mullet roe,obo:FOODON_03542476
"salmon roe, pacific",obo:FOODON_03542477
"salmon roe, atlantic",obo:FOODON_03542478
shad roe,obo:FOODON_03542479
sturgeon roe,obo:FOODON_03542480
lumpfish roe,obo:FOODON_03542481
other fish offal,obo:FOODON_03542482
freshwater crustaceans,obo:FOODON_03542484
freshwater crabs,obo:FOODON_03542485
chinese mitten crab,obo:FOODON_03542486
freshwater crayfishes,obo:FOODON_03542487
red swamp crawfish,obo:FOODON_03542488
danube crayfish,obo:FOODON_03542489
freshwater shrimps or prawns,obo:FOODON_03542490
giant river prawn,obo:FOODON_03542491
moonsoon river prawn,obo:FOODON_03542492
oriental river prawn,obo:FOODON_03542493
siberian prawn,obo:FOODON_03542494
"crabs, sea-spiders",obo:FOODON_03542495
swimming crabs,obo:FOODON_03542496
indo-pacific swamp crab,obo:FOODON_03542497
blue crab,obo:FOODON_03542498
tanner crabs (generic),obo:FOODON_03542499
edible crab,obo:FOODON_03542500
"lobsters, spiny-rock lobster",obo:FOODON_03542501
lobsters,obo:FOODON_03542502
"lobster, american",obo:FOODON_03542503
"lobster, european",obo:FOODON_03542504
"lobster, norway",obo:FOODON_03542505
slipper lobster,obo:FOODON_03542506
spiny and rock lobsters,obo:FOODON_03542507
"king crabs, squat-lobsters",obo:FOODON_03542508
squat lobsters,obo:FOODON_03542509
king crabs,obo:FOODON_03542510
shrimps and prawns,obo:FOODON_03542511
"prawn, giant tiger",obo:FOODON_03542512
"prawn, northern",obo:FOODON_03542513
white shrimp,obo:FOODON_03542514
"shrimps, common",obo:FOODON_03542515
natantian decapods,obo:FOODON_03542516
akiami paste shrimp,obo:FOODON_03542517
metapenaeus shrimps,obo:FOODON_03542518
"krill, planktonic crustaceans",obo:FOODON_03542519
miscellaneous marine crustaceans,obo:FOODON_03542520
barnacle,obo:FOODON_03542521
squillids,obo:FOODON_03542522
molluscs,obo:FOODON_03542523
freshwater molluscs,obo:FOODON_03542524
"abalones, winkles, conchs",obo:FOODON_03542525
abalone,obo:FOODON_03542526
limpet,obo:FOODON_03542527
"water snails, conches and whelks",obo:FOODON_03542528
oysters,obo:FOODON_03542529
"oyster, european",obo:FOODON_03542530
"oyster, portuguese cupped",obo:FOODON_03542531
"oyster, sydney rock",obo:FOODON_03542532
"oyster, pacific cupped",obo:FOODON_03542533
mussels,obo:FOODON_03542534
blue mussel,obo:FOODON_03542535
chilean mussel,obo:FOODON_03542536
green mussel,obo:FOODON_03542537
"scallops, pectens",obo:FOODON_03542538
"scallop, australian",obo:FOODON_03542539
"scallop, bay",obo:FOODON_03542540
"scallop, giant pacific",obo:FOODON_03542541
"scallop, great",obo:FOODON_03542542
"scallop, new zealand",obo:FOODON_03542543
"scallop, queen",obo:FOODON_03542544
"scallop, sea",obo:FOODON_03542545
yesso scallop,obo:FOODON_03542546
"clams, cockles, arkshells",obo:FOODON_03542547
clams,obo:FOODON_03542548
razor clam,obo:FOODON_03542549
cockle and arkshell,obo:FOODON_03542550
arkshell,obo:FOODON_03542551
cockles,obo:FOODON_03542552
"squids, cuttlefishes, octopuses",obo:FOODON_03542553
cuttlefishes,obo:FOODON_03542554
"cuttlefish, common",obo:FOODON_03542555
little cuttle,obo:FOODON_03542556
octopuses,obo:FOODON_03542557
"octopus, common",obo:FOODON_03542558
"octopus, musky",obo:FOODON_03542559
"octopus, curled",obo:FOODON_03542560
squids,obo:FOODON_03542561
"squid, common",obo:FOODON_03542562
"squid, european flying",obo:FOODON_03542563
"squid, japanese flying",obo:FOODON_03542564
"squid, short finned",obo:FOODON_03542565
miscellaneous marine molluscs,obo:FOODON_03542566
seafood offal,obo:FOODON_03542567
sea-squirts and other tunicates,obo:FOODON_03542568
sea squirts,obo:FOODON_03542569
sea urchins and other echinoderms,obo:FOODON_03542570
sea urchins,obo:FOODON_03542571
sea-cucumbers,obo:FOODON_03542572
jellyfishes and similar,obo:FOODON_03542573
"amphibians, reptiles, snails, insects",obo:FOODON_03542574
crocodiles,obo:FOODON_03542576
frogs meat,obo:FOODON_03542577
frog meat (rana genus),obo:FOODON_03542578
bullfrog,obo:FOODON_03542579
"frog, agile",obo:FOODON_03542580
"frog, common",obo:FOODON_03542581
other frog meat from frogs not belonging to the genus rana,obo:FOODON_03542582
"bullfrog, indian",obo:FOODON_03542583
"frog, edible",obo:FOODON_03542584
"frog, marsh",obo:FOODON_03542585
"frog, pool",obo:FOODON_03542586
snakes,obo:FOODON_03542587
turtles,obo:FOODON_03542588
"turtle, green",obo:FOODON_03542589
"turtle, snapping",obo:FOODON_03542590
"turtle, hawksbill",obo:FOODON_03542591
"turtle, loggerhead",obo:FOODON_03542592
other amphibians and reptiles,obo:FOODON_03542593
lizards,obo:FOODON_03542594
terrestrial invertebrates,obo:FOODON_03542595
"snail, garden",obo:FOODON_03542597
"snail, roman",obo:FOODON_03542598
other edible snails not belonging to the genus helix,obo:FOODON_03542599
"snail, giant",obo:FOODON_03542600
insects and arachnids (including species only consumed outside eu),obo:FOODON_03542601
arachnids,obo:FOODON_03542602
insects,obo:FOODON_03542603
edible insect eggs,obo:FOODON_03542604
edible insect larvae,obo:FOODON_03542605
silkworm,obo:FOODON_03542606
edible insect pupae/nymphs,obo:FOODON_03542607
edible insect adults,obo:FOODON_03542608
earthworms (including species only consumed outside eu),obo:FOODON_03542609
fish and seafood processed,obo:FOODON_03542610
processed or preserved fish (including processed offal),obo:FOODON_03542611
structured/textured fish meat products or fish paste,obo:FOODON_03542612
"fish fingers, breaded",obo:FOODON_03542613
fish paste or surimi,obo:FOODON_03542614
fermented fish,obo:FOODON_03542615
marinated / pickled fish,obo:FOODON_03542616
salt-preserved fish,obo:FOODON_03542617
salted cod,obo:FOODON_03542618
dried fish,obo:FOODON_03542619
"flat-fishes, dried",obo:FOODON_03542620
"halibut, dried",obo:FOODON_03542621
"dab or common dab, dried",obo:FOODON_03542622
stockfish,obo:FOODON_03542623
"cod, dried",obo:FOODON_03542624
"hake, dried",obo:FOODON_03542625
"ling, dried",obo:FOODON_03542626
"pollock, dried",obo:FOODON_03542627
canned/jarred fish,obo:FOODON_03542628
canned salmon,obo:FOODON_03542629
canned anchovies,obo:FOODON_03542630
canned sardines,obo:FOODON_03542631
canned sprats,obo:FOODON_03542632
canned herring,obo:FOODON_03542633
canned mackerel,obo:FOODON_03542634
canned tunas and similar,obo:FOODON_03542635
smoked fish,obo:FOODON_03542636
smoked salmon,obo:FOODON_03542637
smoked herring,obo:FOODON_03542638
smoked mackerel,obo:FOODON_03542639
other smoked fishes,obo:FOODON_03542640
processed or preserved seafood,obo:FOODON_03542641
marinated / pickled seafood,obo:FOODON_03542642
salted seafood,obo:FOODON_03542643
dried seafood,obo:FOODON_03542644
dried shrimps and prawns,obo:FOODON_03542645
dried cephalopods,obo:FOODON_03542646
canned seafood,obo:FOODON_03542647
smoked seafood,obo:FOODON_03542648
milk and dairy products,obo:FOODON_03542649
"milk, whey and cream",obo:FOODON_03542650
milk,obo:FOODON_03542651
cattle milk,obo:FOODON_03542652
cow milk,obo:FOODON_03542653
"cow milk, natural high fat",obo:FOODON_03542654
"cow milk, whole",obo:FOODON_03542655
"cow milk, semi skimmed (half fat)",obo:FOODON_03542656
"cow milk, skimmed (low fat)",obo:FOODON_03542657
american buffalo milk,obo:FOODON_03542658
banteng milk,obo:FOODON_03542659
european buffalo milk,obo:FOODON_03542660
gayal milk,obo:FOODON_03542661
yak (domestic) milk,obo:FOODON_03542662
zebu milk,obo:FOODON_03542663
water buffalo milk,obo:FOODON_03542664
ovine milk,obo:FOODON_03542665
sheep milk,obo:FOODON_03542666
mouflon (farmed) milk,obo:FOODON_03542667
goat milk,obo:FOODON_03542668
equine milk,obo:FOODON_03542669
horse milk,obo:FOODON_03542670
ass milk,obo:FOODON_03542671
other milks,obo:FOODON_03542672
bactrian camel milk,obo:FOODON_03542673
dromedary milk,obo:FOODON_03542674
elk milk,obo:FOODON_03542675
reindeer milk,obo:FOODON_03542676
milk from other milk producer animals,obo:FOODON_03542677
human milk,obo:FOODON_03542678
flavoured milks,obo:FOODON_03542679
cream and cream products,obo:FOODON_03542680
"cream, plain",obo:FOODON_03542681
cream with other ingredients,obo:FOODON_03542682
cream sprayable,obo:FOODON_03542683
whey,obo:FOODON_03542684
"whey, sweet",obo:FOODON_03542685
"whey, sour",obo:FOODON_03542686
flavoured whey,obo:FOODON_03542687
buttermilk,obo:FOODON_03542688
traditional buttermilk (churning),obo:FOODON_03542689
